0.01,0.01,0.07797414511706885,0.12427509430979687,0.22329314801729805
0.01,0.02,0.07827363231716279,0.1237326653278397,0.22216112017430412
0.01,0.03,0.07897297513421309,0.12350457020675508,0.2209938662712229
0.01,0.04,0.05066414989794532,0.0819197281679741,0.22010569445068653
0.01,0.05,0.05169224761929819,0.08237066101578129,0.21909815748765313
0.01,0.06,0.0504367008225681,0.07983659960217873,0.21893063789911835
0.01,0.07,0.05105279888427052,0.08039085708873597,0.21831127915072568
0.01,0.08,0.04987775211516409,0.07832585385454015,0.21812368790262174
0.01,0.09,0.0496014414449733,0.07762671701030098,0.21829551493775132
0.01,0.1,0.050314385235521966,0.07716806675867999,0.21751833358966682
0.01,0.11,0.04998495035078495,0.07694165560840749,0.217257270101718
0.01,0.12,0.04911228793062385,0.07578672707565162,0.2177594805188803
0.01,0.13,0.05094952937417093,0.07733610216876018,0.2167556069032932
0.01,0.14,0.04998130786701186,0.07542778622061354,0.21703295222268806
0.01,0.15,0.051003306454992056,0.07754312266986255,0.216679977224034
0.01,0.16,0.0499165077989548,0.07573339286481846,0.21680149385652914
0.01,0.17,0.04996780441252975,0.0760036192866943,0.21681421780262194
0.01,0.18,0.049486162372864885,0.075335451340348,0.21672206558769597
0.01,0.19,0.048711492129717655,0.07464083142432343,0.21721979470348576
0.01,0.2,0.04889193422078622,0.07518915257237836,0.2172950743400873
0.01,0.21,0.04905827686201932,0.07490513927974143,0.21701619820226947
0.01,0.22,0.04937348796279016,0.07443155960660575,0.21693758181699038
0.01,0.23,0.049592366035863186,0.07573323524632113,0.2169101103826727
0.01,0.24,0.04823603613102486,0.07289850040888765,0.21741680145808498
0.01,0.25,0.04954900107008166,0.07564092818078487,0.21701407201387005
0.01,0.26,0.05059028002143036,0.07633815249444155,0.21649184617383238
0.01,0.27,0.050752811706171554,0.07588403906067362,0.2163778079027752
0.01,0.28,0.05084203524282683,0.07668660157826518,0.21669900262309397
0.01,0.29,0.04971054157806057,0.0753627627182792,0.2169660095760903
0.01,0.3,0.04912035095233529,0.07570617960182378,0.2171657156721825
0.01,0.31,0.049258062969252024,0.07603709407553713,0.21702284279638967
0.01,0.32,0.049577159109927785,0.07613779615555517,0.21696019253966592
0.01,0.33,0.049083533550490645,0.07515833540825012,0.21705733299330154
0.01,0.34,0.04923506322569231,0.0745148949519262,0.21721252866332616
0.01,0.35,0.048681934559761414,0.0744564153859678,0.21721522552415579
0.01,0.36,0.04820396880873824,0.07512471089933012,0.21793913554312003
0.01,0.37,0.04861746119453863,0.07501455802757465,0.2176600939146845
0.01,0.38,0.047222916683339625,0.07345989530713046,0.2179647222562108
0.01,0.39,0.04882690981162857,0.07441562516210573,0.21738206958094786
0.01,0.4,0.05040501281194075,0.07689094320522095,0.21682800740537383
0.01,0.41,0.047843805514129374,0.0743683819608123,0.2182900943456217
0.01,0.42,0.050264435622223394,0.07643621683257365,0.2172080488964217
0.01,0.43,0.04958499230185137,0.07596127162574283,0.21756536307819188
0.01,0.44,0.048865616881207344,0.07510531132489333,0.21756017649119114
0.01,0.45,0.047455656218145216,0.07353410181687405,0.21818873796559474
0.01,0.46,0.04979618101147115,0.07607536960066177,0.21697570039409703
0.01,0.47,0.04751226475128603,0.07463620825866486,0.21843178593695686
0.01,0.48,0.04843423382539038,0.07515916999961084,0.21811043337453292
0.01,0.49,0.0482067176547147,0.07467459973616707,0.21813902069275795
0.01,0.5,0.04746255789458484,0.07443845137731839,0.2184879433837652
0.01,0.51,0.04816975437479306,0.0759159555404688,0.21824249819830918
0.01,0.52,0.04909035059175191,0.07567088913057896,0.2175299538883833
0.01,0.53,0.04942436696470872,0.07576706451910031,0.21739359055091292
0.01,0.54,0.04950727897374945,0.07658636040042811,0.21743625046741955
0.01,0.55,0.047839149411376826,0.07535973987343926,0.21875213455043188
0.01,0.56,0.04700577258119648,0.07319637214527987,0.21860649341897853
